index,seed,style,hair_hex,skin_hex,eye_hex,suit_hex,shirt_hex,opaque
605,25051920,classic,#7A281E,#F2C79B,#00DCDC,#181E2C,#FFF6E8,1948
606,25059839,fringe,#F3F5F8,#845438,#AA50F0,#3C2254,#BCC8BE,1948
607,25067758,classic,#783CA0,#623C28,#AA50F0,#8C929E,#DED6F6,1948
608,25075677,long,#C49252,#BA845A,#78FFF0,#8C929E,#F0C8D2,1948
609,25083596,buzz,#8C5A2C,#F2C79B,#C8FF5A,#6E1E5A,#E8DAC4,1924
610,25091515,classic,#783CA0,#623C28,#8C64FF,#C8CCD4,#FFF6E8,1948
611,25099434,long,#FF603C,#E8B082,#1E5ADC,#5A6270,#BCC8BE,1948
612,25107353,side_part,#96969C,#A8704A,#F0F078,#101014,#C6D6E8,1956
613,25115272,classic,#F06028,#E8B082,#5AC8FF,#1E5C2E,#C6D6E8,1948
614,25123191,spiky,#5AC8FF,#CE9264,#DC1E5A,#482E1A,#FABEC8,1950
615,25131110,spiky,#F06028,#845438,#0C0F14,#A06E28,#F3F5F8,1950
616,25139029,spiky,#8C5A2C,#A8704A,#DC1E5A,#181E2C,#C6D6E8,1950
617,25146948,fringe,#8250DC,#845438,#FFB45A,#C8AA3C,#F0C8D2,1948
618,25154867,long,#A88C60,#623C28,#FAC828,#6E1E5A,#C6D6E8,1948
619,25162786,classic,#5AC8FF,#E8B082,#3CDC78,#145448,#CEEAD6,1948
620,25170705,long,#F3F5F8,#FCDCBA,#FF3C3C,#6E1E5A,#EEE6AA,1948
621,25178624,spiky,#96969C,#CE9264,#FFFFFF,#145448,#C8E2F0,1950
622,25186543,buzz,#8C5A2C,#A8704A,#5AC8FF,#2C4664,#E2E8F0,1924
623,25194462,spiky,#C49252,#CE9264,#00DCDC,#101014,#F3F5F8,1950
624,25202381,classic,#E8D2A8,#623C28,#FAC828,#1A3C6E,#FAD0B0,1948
625,25210300,spiky,#28B4AA,#FCDCBA,#0C0F14,#1E5C2E,#C8E2F0,1950
626,25218219,buzz,#121014,#A8704A,#F0F078,#3C424E,#BCC8BE,1924
627,25226138,fringe,#96969C,#FCDCBA,#FF3C3C,#101014,#FAE2C8,1948
628,25234057,classic,#C49252,#CE9264,#FF3C3C,#5A6270,#FAE2C8,1948
629,25241976,side_part,#5C3A1E,#623C28,#3CFFBE,#2E2820,#FFF6E8,1956
630,25249895,spiky,#C83C28,#CE9264,#AA50F0,#5C3E22,#C8E2F0,1950
631,25257814,classic,#3C82F0,#623C28,#8C64FF,#5A6270,#FABEC8,1948
632,25265733,fringe,#3C82F0,#A8704A,#DC1E5A,#2C4664,#BCC8BE,1948
633,25273652,side_part,#F06028,#F2C79B,#3CDC78,#101014,#AAC4E2,1956
634,25281571,fringe,#F3F5F8,#A8704A,#DC1E5A,#243028,#FABEC8,1948
635,25289490,side_part,#8C5A2C,#CE9264,#FF3C3C,#1A3C6E,#E2E8F0,1956
636,25297409,buzz,#121014,#E8B082,#DC1E5A,#8C929E,#FAD0B0,1924
637,25305328,long,#FF82AA,#E8B082,#00DCDC,#243028,#DED6F6,1948
638,25313247,buzz,#1E5A3C,#CE9264,#00DCDC,#2E2820,#E8DAC4,1924
639,25321166,buzz,#241A12,#FCDCBA,#00DCDC,#2E2820,#CEEAD6,1924
640,25329085,classic,#8250DC,#BA845A,#C8FF5A,#181E2C,#DED6F6,1948
641,25337004,fringe,#FF603C,#A8704A,#1D9BF0,#2E2820,#C6D6E8,1948
642,25344923,buzz,#8250DC,#845438,#1E5ADC,#5A6270,#FAD0B0,1924
643,25352842,spiky,#3C82F0,#845438,#8C64FF,#1E5C2E,#C6D6E8,1950
644,25360761,buzz,#5AC8FF,#FCDCBA,#0C0F14,#C8CCD4,#FAD0B0,1924
645,25368680,side_part,#C49252,#845438,#3CFFBE,#C8CCD4,#FAE2C8,1956
646,25376599,buzz,#241A12,#845438,#1E5ADC,#101014,#BCC8BE,1924
647,25384518,buzz,#7A281E,#E8B082,#3CDC78,#781E22,#DED6F6,1924
648,25392437,buzz,#1E5A3C,#623C28,#FFFFFF,#C8AA3C,#FFF6E8,1924
649,25400356,long,#783CA0,#A8704A,#8C64FF,#1E5C2E,#BCC8BE,1948
650,25408275,fringe,#5AC8FF,#A8704A,#AA50F0,#8C929E,#DED6F6,1948
651,25416194,side_part,#7A281E,#BA845A,#DC1E5A,#101014,#CEEAD6,1956
652,25424113,spiky,#8250DC,#A8704A,#FF508C,#145448,#FFF6E8,1950
653,25432032,buzz,#6EC850,#623C28,#FAC828,#1E5C2E,#EEE6AA,1924
654,25439951,buzz,#8C5A2C,#CE9264,#1D9BF0,#243028,#C6D6E8,1924
655,25447870,classic,#5C3A1E,#E8B082,#C8FF5A,#781E22,#DED6F6,1948
656,25455789,long,#8C5A2C,#F2C79B,#FF78C8,#781E22,#F3F5F8,1948
657,25463708,spiky,#1E5A3C,#845438,#C8FF5A,#5A6270,#FAD0B0,1950
658,25471627,buzz,#8250DC,#A8704A,#FFB45A,#8C929E,#FABEC8,1924
659,25479546,classic,#7A281E,#FCDCBA,#FAC828,#8C929E,#C6D6E8,1948
660,25487465,fringe,#F3F5F8,#E8B082,#00DCDC,#F3F5F8,#FABEC8,1948
661,25495384,spiky,#5C3A1E,#FCDCBA,#FF508C,#1A3C6E,#BCC8BE,1950
662,25503303,spiky,#C83C28,#BA845A,#00DCDC,#101014,#C6D6E8,1950
663,25511222,classic,#28B4AA,#FCDCBA,#8C64FF,#1E5C2E,#FABEC8,1948
664,25519141,long,#C49252,#845438,#FF3C3C,#C8AA3C,#BCC8BE,1948
665,25527060,buzz,#8C5A2C,#FCDCBA,#5AC8FF,#2E2820,#EEE6AA,1924
666,25534979,buzz,#5C3A1E,#845438,#DC1E5A,#482E1A,#FFF6E8,1924
667,25542898,side_part,#3C82F0,#FCDCBA,#FFB45A,#2C4664,#C8E2F0,1956
668,25550817,spiky,#FF82AA,#F2C79B,#FAC828,#8C929E,#F3F5F8,1950
669,25558736,fringe,#8250DC,#623C28,#FFB45A,#101014,#FAE2C8,1948
670,25566655,classic,#121014,#FCDCBA,#FF508C,#C8AA3C,#FAE2C8,1948
671,25574574,long,#A88C60,#FCDCBA,#1E5ADC,#482E1A,#FFF6E8,1948
672,25582493,spiky,#3C82F0,#623C28,#FF821E,#2C4664,#EEE6AA,1950
673,25590412,side_part,#241A12,#CE9264,#1E5ADC,#A06E28,#AAC4E2,1956
674,25598331,classic,#F06028,#623C28,#FF78C8,#C8AA3C,#BCC8BE,1948
675,25606250,side_part,#F06028,#845438,#AA50F0,#101014,#DED6F6,1956
676,25614169,fringe,#28B4AA,#623C28,#1E5ADC,#2E2820,#F0C8D2,1948
677,25622088,spiky,#8C5A2C,#CE9264,#F0F078,#6E1E5A,#BCC8BE,1950
678,25630007,fringe,#C83C28,#A8704A,#3CFFBE,#482E1A,#CEEAD6,1948
679,25637926,long,#C83C28,#A8704A,#1D9BF0,#181E2C,#F0C8D2,1948
680,25645845,classic,#C83C28,#A8704A,#F0F078,#5C3E22,#F0C8D2,1948
681,25653764,buzz,#241A12,#FCDCBA,#78FFF0,#6E1E5A,#C6D6E8,1924
682,25661683,long,#8C5A2C,#A8704A,#FFB45A,#3C424E,#CEEAD6,1948
683,25669602,classic,#28B4AA,#BA845A,#FAC828,#5C3E22,#FAD0B0,1948
684,25677521,long,#241A12,#BA845A,#1D9BF0,#F3F5F8,#F0C8D2,1948
685,25685440,long,#5C3A1E,#CE9264,#78FFF0,#243028,#F3F5F8,1948
686,25693359,side_part,#6EC850,#845438,#0C0F14,#1A3C6E,#FFF6E8,1956
687,25701278,spiky,#F06028,#FCDCBA,#0C0F14,#781E22,#C8E2F0,1950
688,25709197,long,#3C424E,#E8B082,#3CDC78,#C8AA3C,#E8DAC4,1948
689,25717116,buzz,#5C3A1E,#A8704A,#FF821E,#101014,#EEE6AA,1924
690,25725035,classic,#1E5A3C,#CE9264,#78FFF0,#145448,#CEEAD6,1948
691,25732954,classic,#3C424E,#E8B082,#FF821E,#5A6270,#F3F5F8,1948
692,25740873,long,#7A281E,#845438,#1D9BF0,#482E1A,#FFF6E8,1948
693,25748792,buzz,#E650BE,#CE9264,#DC1E5A,#1A3C6E,#C6D6E8,1924
694,25756711,fringe,#E650BE,#FCDCBA,#C8FF5A,#5C3E22,#FAD0B0,1948
695,25764630,long,#FF603C,#845438,#FF78C8,#781E22,#FFF6E8,1948
696,25772549,fringe,#FAC828,#A8704A,#FF508C,#181E2C,#C6D6E8,1948
697,25780468,spiky,#5AC8FF,#623C28,#FFB45A,#482E1A,#C8E2F0,1950
698,25788387,fringe,#FF82AA,#FCDCBA,#00DCDC,#6E1E5A,#BCC8BE,1948
699,25796306,spiky,#3C424E,#FCDCBA,#1D9BF0,#243028,#E2E8F0,1950
700,25804225,buzz,#241A12,#623C28,#FF508C,#A06E28,#FFF6E8,1924
701,25812144,spiky,#3C82F0,#A8704A,#FFB45A,#1A3C6E,#DED6F6,1950
702,25820063,buzz,#FF603C,#FCDCBA,#78FFF0,#1A3C6E,#C6D6E8,1924
703,25827982,spiky,#96969C,#CE9264,#FFFFFF,#145448,#F0C8D2,1950
704,25835901,classic,#5C3A1E,#FCDCBA,#0C0F14,#3C424E,#FAD0B0,1948
705,25843820,buzz,#F3F5F8,#623C28,#FFB45A,#1E5C2E,#FAD0B0,1924
706,25851739,side_part,#FAC828,#A8704A,#C8FF5A,#1E5C2E,#EEE6AA,1956
707,25859658,side_part,#3C82F0,#FCDCBA,#DC1E5A,#243028,#E8DAC4,1956
708,25867577,side_part,#8250DC,#A8704A,#C8FF5A,#6E1E5A,#E8DAC4,1956
709,25875496,spiky,#A88C60,#BA845A,#1D9BF0,#145448,#F3F5F8,1950
710,25883415,buzz,#7A281E,#A8704A,#0C0F14,#5C3E22,#FAE2C8,1924
711,25891334,long,#F3F5F8,#F2C79B,#1D9BF0,#781E22,#FFF6E8,1948
712,25899253,classic,#E650BE,#E8B082,#1D9BF0,#2E2820,#E2E8F0,1948
713,25907172,long,#C49252,#845438,#FF821E,#3C2254,#BCC8BE,1948
714,25915091,classic,#96969C,#623C28,#3CDC78,#6E1E5A,#C6D6E8,1948
715,25923010,classic,#7A281E,#F2C79B,#DC1E5A,#A06E28,#FFF6E8,1948
716,25930929,long,#3C424E,#CE9264,#F0F078,#5C3E22,#F3F5F8,1948
717,25938848,spiky,#E650BE,#E8B082,#00DCDC,#3C2254,#FAD0B0,1950
718,25946767,buzz,#5C3A1E,#F2C79B,#FFFFFF,#A06E28,#E2E8F0,1924
719,25954686,classic,#FAC828,#623C28,#8C64FF,#181E2C,#FFF6E8,1948
720,25962605,spiky,#96969C,#A8704A,#0C0F14,#482E1A,#F0C8D2,1950
721,25970524,spiky,#E650BE,#CE9264,#78FFF0,#1E5C2E,#C8E2F0,1950
722,25978443,long,#783CA0,#CE9264,#AA50F0,#1E5C2E,#FAE2C8,1948
723,25986362,spiky,#1E5A3C,#F2C79B,#78FFF0,#101014,#FABEC8,1950
724,25994281,buzz,#28B4AA,#A8704A,#C8FF5A,#781E22,#DED6F6,1924
725,26002200,buzz,#7A281E,#CE9264,#1E5ADC,#1A3C6E,#FABEC8,1924
726,26010119,long,#FAC828,#CE9264,#78FFF0,#101014,#FAE2C8,1948
727,26018038,spiky,#5AC8FF,#BA845A,#F0F078,#1E5C2E,#FAD0B0,1950
728,26025957,fringe,#C49252,#A8704A,#5AC8FF,#5C3E22,#FABEC8,1948
729,26033876,buzz,#28B4AA,#F2C79B,#1E5ADC,#C8AA3C,#AAC4E2,1924
730,26041795,buzz,#5AC8FF,#CE9264,#FF508C,#1A3C6E,#E2E8F0,1924
731,26049714,buzz,#FF82AA,#845438,#8C64FF,#6E1E5A,#FAE2C8,1924
732,26057633,buzz,#7A281E,#845438,#FFB45A,#8C929E,#E8DAC4,1924
733,26065552,long,#6EC850,#845438,#3CFFBE,#8C929E,#BCC8BE,1948
734,26073471,long,#A88C60,#F2C79B,#3CDC78,#243028,#DED6F6,1948
735,26081390,side_part,#FAC828,#623C28,#FF3C3C,#2E2820,#DED6F6,1956
736,26089309,side_part,#FF603C,#A8704A,#3CDC78,#1A3C6E,#E8DAC4,1956
737,26097228,classic,#E8D2A8,#E8B082,#FF78C8,#181E2C,#E2E8F0,1948
738,26105147,spiky,#5AC8FF,#F2C79B,#0C0F14,#5A6270,#C6D6E8,1950
739,26113066,classic,#8250DC,#845438,#78FFF0,#C8AA3C,#DED6F6,1948
740,26120985,classic,#F06028,#F2C79B,#8C64FF,#3C424E,#BCC8BE,1948
741,26128904,long,#783CA0,#FCDCBA,#5AC8FF,#482E1A,#C6D6E8,1948
742,26136823,buzz,#5AC8FF,#623C28,#DC1E5A,#1A3C6E,#E2E8F0,1924
743,26144742,long,#FF603C,#623C28,#AA50F0,#3C424E,#FABEC8,1948
744,26152661,fringe,#E8D2A8,#CE9264,#FF508C,#243028,#E2E8F0,1948
745,26160580,buzz,#5C3A1E,#A8704A,#FFFFFF,#3C424E,#C8E2F0,1924
746,26168499,buzz,#7A281E,#A8704A,#8C64FF,#181E2C,#BCC8BE,1924
747,26176418,spiky,#28B4AA,#CE9264,#DC1E5A,#C8AA3C,#EEE6AA,1950
748,26184337,buzz,#28B4AA,#BA845A,#0C0F14,#A06E28,#CEEAD6,1924
749,26192256,fringe,#8250DC,#623C28,#FAC828,#145448,#FFF6E8,1948
750,26200175,side_part,#783CA0,#FCDCBA,#FF3C3C,#A06E28,#CEEAD6,1956
751,26208094,spiky,#8250DC,#F2C79B,#78FFF0,#5A6270,#EEE6AA,1950
752,26216013,long,#5AC8FF,#FCDCBA,#00DCDC,#1A3C6E,#AAC4E2,1948
753,26223932,classic,#A88C60,#F2C79B,#8C64FF,#145448,#AAC4E2,1948
754,26231851,long,#783CA0,#BA845A,#FF508C,#101014,#F0C8D2,1948
755,26239770,spiky,#3C424E,#BA845A,#3CFFBE,#3C424E,#CEEAD6,1950
756,26247689,side_part,#FAC828,#BA845A,#3CFFBE,#181E2C,#BCC8BE,1956
757,26255608,side_part,#FF82AA,#FCDCBA,#3CDC78,#8C929E,#FFF6E8,1956
758,26263527,long,#1E5A3C,#A8704A,#3CFFBE,#3C2254,#FABEC8,1948
759,26271446,fringe,#96969C,#623C28,#AA50F0,#8C929E,#F3F5F8,1948
760,26279365,long,#5AC8FF,#623C28,#FFFFFF,#243028,#BCC8BE,1948
761,26287284,classic,#5C3A1E,#623C28,#00DCDC,#6E1E5A,#C6D6E8,1948
762,26295203,fringe,#C83C28,#BA845A,#1D9BF0,#5A6270,#DED6F6,1948
763,26303122,long,#28B4AA,#A8704A,#DC1E5A,#5A6270,#CEEAD6,1948
764,26311041,long,#5AC8FF,#F2C79B,#FF508C,#2E2820,#E2E8F0,1948
765,26318960,classic,#7A281E,#FCDCBA,#1D9BF0,#101014,#FAE2C8,1948
766,26326879,spiky,#FF82AA,#F2C79B,#AA50F0,#6E1E5A,#FFF6E8,1950
767,26334798,spiky,#E650BE,#E8B082,#C8FF5A,#1E5C2E,#EEE6AA,1950
768,26342717,long,#8C5A2C,#BA845A,#3CDC78,#1A3C6E,#DED6F6,1948
769,26350636,buzz,#8250DC,#FCDCBA,#DC1E5A,#101014,#E8DAC4,1924
770,26358555,fringe,#E8D2A8,#845438,#3CDC78,#5A6270,#CEEAD6,1948
771,26366474,classic,#28B4AA,#A8704A,#FFB45A,#2C4664,#F0C8D2,1948
772,26374393,side_part,#8C5A2C,#623C28,#FFB45A,#2E2820,#C8E2F0,1956
773,26382312,spiky,#1E5A3C,#FCDCBA,#FF508C,#482E1A,#F3F5F8,1950
774,26390231,fringe,#C49252,#F2C79B,#3CDC78,#5C3E22,#F0C8D2,1948
775,26398150,buzz,#FF603C,#FCDCBA,#1E5ADC,#1A3C6E,#C6D6E8,1924
776,26406069,side_part,#7A281E,#FCDCBA,#1D9BF0,#1A3C6E,#C8E2F0,1956
777,26413988,fringe,#E650BE,#F2C79B,#FF821E,#3C2254,#EEE6AA,1948
778,26421907,fringe,#3C424E,#623C28,#FAC828,#1A3C6E,#CEEAD6,1948
779,26429826,side_part,#5C3A1E,#FCDCBA,#3CFFBE,#482E1A,#EEE6AA,1956
780,26437745,spiky,#6EC850,#F2C79B,#FF821E,#A06E28,#FFF6E8,1950
781,26445664,classic,#C49252,#F2C79B,#FF3C3C,#6E1E5A,#E2E8F0,1948
782,26453583,fringe,#28B4AA,#E8B082,#3CFFBE,#3C2254,#FAE2C8,1948
783,26461502,side_part,#FF603C,#BA845A,#FF508C,#781E22,#DED6F6,1956
784,26469421,buzz,#8C5A2C,#BA845A,#FF3C3C,#243028,#AAC4E2,1924
785,26477340,side_part,#C49252,#E8B082,#FF821E,#1A3C6E,#F0C8D2,1956
786,26485259,fringe,#F06028,#F2C79B,#FFFFFF,#5C3E22,#F3F5F8,1948
787,26493178,fringe,#28B4AA,#845438,#1E5ADC,#243028,#F3F5F8,1948
788,26501097,spiky,#8C5A2C,#F2C79B,#1D9BF0,#1A3C6E,#F0C8D2,1950
789,26509016,classic,#96969C,#F2C79B,#1E5ADC,#1E5C2E,#F3F5F8,1948
790,26516935,classic,#FAC828,#845438,#78FFF0,#A06E28,#AAC4E2,1948
791,26524854,spiky,#FF603C,#A8704A,#1D9BF0,#5A6270,#EEE6AA,1950
792,26532773,classic,#241A12,#A8704A,#FF821E,#3C2254,#F0C8D2,1948
793,26540692,spiky,#1E5A3C,#A8704A,#DC1E5A,#A06E28,#FFF6E8,1950
794,26548611,side_part,#FAC828,#845438,#FFFFFF,#A06E28,#BCC8BE,1956
795,26556530,spiky,#C49252,#F2C79B,#1E5ADC,#145448,#C8E2F0,1950
796,26564449,fringe,#8C5A2C,#CE9264,#AA50F0,#3C2254,#FAE2C8,1948
797,26572368,buzz,#783CA0,#623C28,#AA50F0,#145448,#FAE2C8,1924
798,26580287,long,#783CA0,#FCDCBA,#5AC8FF,#101014,#E2E8F0,1948
799,26588206,buzz,#8C5A2C,#E8B082,#C8FF5A,#3C2254,#F0C8D2,1924
800,26596125,buzz,#FF82AA,#E8B082,#8C64FF,#3C2254,#F0C8D2,1924
801,26604044,classic,#5AC8FF,#BA845A,#DC1E5A,#5C3E22,#E2E8F0,1948
802,26611963,side_part,#6EC850,#A8704A,#DC1E5A,#6E1E5A,#E8DAC4,1956
803,26619882,long,#E650BE,#A8704A,#0C0F14,#2C4664,#FAD0B0,1948
804,26627801,classic,#7A281E,#A8704A,#1E5ADC,#243028,#FABEC8,1948
805,26635720,spiky,#E650BE,#CE9264,#1E5ADC,#1E5C2E,#E2E8F0,1950
806,26643639,spiky,#C49252,#BA845A,#F0F078,#3C424E,#F0C8D2,1950
807,26651558,side_part,#C83C28,#F2C79B,#0C0F14,#101014,#F0C8D2,1956
808,26659477,spiky,#5AC8FF,#A8704A,#00DCDC,#6E1E5A,#C8E2F0,1950
809,26667396,side_part,#C83C28,#BA845A,#C8FF5A,#A06E28,#FFF6E8,1956
810,26675315,long,#7A281E,#845438,#C8FF5A,#1E5C2E,#FABEC8,1948
811,26683234,spiky,#F3F5F8,#E8B082,#FF78C8,#243028,#F0C8D2,1950
812,26691153,side_part,#FF603C,#A8704A,#DC1E5A,#6E1E5A,#FFF6E8,1956
813,26699072,side_part,#241A12,#A8704A,#C8FF5A,#1E5C2E,#C8E2F0,1956
814,26706991,side_part,#7A281E,#A8704A,#00DCDC,#482E1A,#E2E8F0,1956
815,26714910,fringe,#241A12,#F2C79B,#78FFF0,#8C929E,#FAE2C8,1948
816,26722829,long,#FAC828,#845438,#00DCDC,#3C424E,#DED6F6,1948
817,26730748,side_part,#F3F5F8,#FCDCBA,#00DCDC,#2C4664,#DED6F6,1956
818,26738667,long,#C49252,#623C28,#78FFF0,#3C424E,#FABEC8,1948
819,26746586,long,#6EC850,#BA845A,#FFFFFF,#101014,#F3F5F8,1948
820,26754505,spiky,#5AC8FF,#623C28,#8C64FF,#145448,#E2E8F0,1950
821,26762424,classic,#3C82F0,#F2C79B,#DC1E5A,#3C424E,#AAC4E2,1948
822,26770343,side_part,#E650BE,#F2C79B,#C8FF5A,#8C929E,#E8DAC4,1956
823,26778262,fringe,#C83C28,#A8704A,#78FFF0,#5C3E22,#C8E2F0,1948
824,26786181,side_part,#121014,#F2C79B,#C8FF5A,#C8AA3C,#E8DAC4,1956
825,26794100,buzz,#8250DC,#845438,#FF78C8,#5C3E22,#F0C8D2,1924
826,26802019,fringe,#1E5A3C,#F2C79B,#FAC828,#6E1E5A,#FAE2C8,1948
827,26809938,classic,#8250DC,#E8B082,#FF508C,#1A3C6E,#C6D6E8,1948
828,26817857,classic,#FF82AA,#A8704A,#0C0F14,#101014,#CEEAD6,1948
829,26825776,side_part,#96969C,#CE9264,#FFFFFF,#781E22,#FAE2C8,1956
830,26833695,long,#7A281E,#623C28,#8C64FF,#145448,#C8E2F0,1948
831,26841614,spiky,#96969C,#623C28,#FAC828,#2E2820,#F0C8D2,1950
832,26849533,long,#28B4AA,#F2C79B,#FFFFFF,#243028,#AAC4E2,1948
833,26857452,spiky,#783CA0,#845438,#FFFFFF,#3C424E,#E2E8F0,1950
834,26865371,fringe,#1E5A3C,#E8B082,#1D9BF0,#6E1E5A,#F0C8D2,1948
835,26873290,fringe,#FF603C,#E8B082,#FFFFFF,#5C3E22,#F3F5F8,1948
836,26881209,spiky,#F3F5F8,#BA845A,#3CDC78,#181E2C,#E2E8F0,1950
837,26889128,fringe,#3C82F0,#BA845A,#8C64FF,#482E1A,#EEE6AA,1948
838,26897047,buzz,#C83C28,#845438,#FFFFFF,#145448,#BCC8BE,1924
839,26904966,fringe,#FF603C,#E8B082,#AA50F0,#101014,#F3F5F8,1948
840,26912885,long,#96969C,#FCDCBA,#FF508C,#2E2820,#E8DAC4,1948
841,26920804,classic,#FF82AA,#F2C79B,#00DCDC,#6E1E5A,#E8DAC4,1948
842,26928723,classic,#3C424E,#CE9264,#1D9BF0,#1E5C2E,#EEE6AA,1948
843,26936642,long,#1E5A3C,#845438,#F0F078,#482E1A,#E8DAC4,1948
844,26944561,fringe,#783CA0,#E8B082,#00DCDC,#1A3C6E,#AAC4E2,1948
845,26952480,buzz,#FF603C,#A8704A,#FF508C,#145448,#F3F5F8,1924
846,26960399,side_part,#3C424E,#FCDCBA,#C8FF5A,#C8CCD4,#FAE2C8,1956
847,26968318,buzz,#3C82F0,#E8B082,#78FFF0,#C8AA3C,#DED6F6,1924
848,26976237,long,#C83C28,#CE9264,#1E5ADC,#C8CCD4,#EEE6AA,1948
849,26984156,long,#C83C28,#A8704A,#FF821E,#482E1A,#F3F5F8,1948
850,26992075,fringe,#7A281E,#FCDCBA,#78FFF0,#5C3E22,#BCC8BE,1948
851,26999994,buzz,#C83C28,#CE9264,#AA50F0,#2E2820,#C8E2F0,1924
852,27007913,spiky,#1E5A3C,#BA845A,#3CDC78,#A06E28,#C8E2F0,1950
853,27015832,long,#FF603C,#A8704A,#FF78C8,#5C3E22,#F0C8D2,1948
854,27023751,side_part,#28B4AA,#E8B082,#FF821E,#3C424E,#AAC4E2,1956
855,27031670,classic,#783CA0,#A8704A,#8C64FF,#3C424E,#AAC4E2,1948
856,27039589,side_part,#3C424E,#BA845A,#FF821E,#8C929E,#FAD0B0,1956
857,27047508,classic,#FF82AA,#623C28,#0C0F14,#5A6270,#FAE2C8,1948
858,27055427,buzz,#7A281E,#623C28,#0C0F14,#2E2820,#FFF6E8,1924
859,27063346,side_part,#5AC8FF,#A8704A,#FAC828,#1A3C6E,#C6D6E8,1956
860,27071265,fringe,#7A281E,#623C28,#00DCDC,#2E2820,#BCC8BE,1948
861,27079184,fringe,#241A12,#FCDCBA,#5AC8FF,#181E2C,#FFF6E8,1948
862,27087103,classic,#28B4AA,#CE9264,#8C64FF,#2C4664,#DED6F6,1948
863,27095022,buzz,#7A281E,#FCDCBA,#FFB45A,#101014,#E2E8F0,1924
864,27102941,side_part,#6EC850,#F2C79B,#FF78C8,#181E2C,#DED6F6,1956
865,27110860,spiky,#3C82F0,#CE9264,#FF508C,#2E2820,#F3F5F8,1950
866,27118779,buzz,#A88C60,#F2C79B,#3CFFBE,#2E2820,#E8DAC4,1924
867,27126698,side_part,#5AC8FF,#FCDCBA,#FF508C,#101014,#FABEC8,1956
868,27134617,long,#FF603C,#BA845A,#00DCDC,#101014,#FFF6E8,1948
869,27142536,long,#A88C60,#F2C79B,#FAC828,#145448,#EEE6AA,1948
870,27150455,buzz,#6EC850,#BA845A,#8C64FF,#3C424E,#FABEC8,1924
871,27158374,side_part,#5C3A1E,#FCDCBA,#FF821E,#181E2C,#CEEAD6,1956
872,27166293,side_part,#A88C60,#BA845A,#1D9BF0,#3C424E,#BCC8BE,1956
873,27174212,classic,#5C3A1E,#623C28,#AA50F0,#101014,#F3F5F8,1948
874,27182131,fringe,#A88C60,#A8704A,#FF821E,#181E2C,#DED6F6,1948
875,27190050,long,#F06028,#623C28,#F0F078,#101014,#F0C8D2,1948
876,27197969,side_part,#A88C60,#FCDCBA,#AA50F0,#5A6270,#F0C8D2,1956
877,27205888,buzz,#C83C28,#E8B082,#FF821E,#2E2820,#BCC8BE,1924
878,27213807,spiky,#6EC850,#E8B082,#8C64FF,#482E1A,#E2E8F0,1950
879,27221726,classic,#FF603C,#BA845A,#1D9BF0,#1E5C2E,#E2E8F0,1948
880,27229645,fringe,#F3F5F8,#BA845A,#AA50F0,#8C929E,#FFF6E8,1948
881,27237564,classic,#FF603C,#BA845A,#8C64FF,#5A6270,#C8E2F0,1948
882,27245483,long,#6EC850,#623C28,#00DCDC,#5A6270,#E8DAC4,1948
883,27253402,spiky,#FF82AA,#623C28,#AA50F0,#5C3E22,#F3F5F8,1950
884,27261321,buzz,#28B4AA,#CE9264,#5AC8FF,#2C4664,#FABEC8,1924
885,27269240,long,#F3F5F8,#623C28,#5AC8FF,#2C4664,#BCC8BE,1948
886,27277159,side_part,#E8D2A8,#CE9264,#5AC8FF,#243028,#DED6F6,1956
887,27285078,classic,#5AC8FF,#E8B082,#FF78C8,#F3F5F8,#C6D6E8,1948
888,27292997,classic,#FF82AA,#F2C79B,#8C64FF,#5A6270,#DED6F6,1948
889,27300916,long,#FAC828,#FCDCBA,#78FFF0,#2C4664,#F3F5F8,1948
890,27308835,classic,#E650BE,#E8B082,#00DCDC,#C8AA3C,#CEEAD6,1948
891,27316754,classic,#1E5A3C,#BA845A,#1E5ADC,#5C3E22,#FAD0B0,1948
892,27324673,classic,#3C424E,#E8B082,#FF821E,#145448,#FAE2C8,1948
893,27332592,fringe,#3C424E,#FCDCBA,#3CFFBE,#A06E28,#E8DAC4,1948
894,27340511,long,#241A12,#E8B082,#1D9BF0,#2C4664,#E2E8F0,1948
895,27348430,buzz,#C49252,#BA845A,#0C0F14,#F3F5F8,#BCC8BE,1924
896,27356349,classic,#8C5A2C,#FCDCBA,#FF78C8,#2C4664,#C8E2F0,1948
897,27364268,buzz,#FAC828,#F2C79B,#3CFFBE,#6E1E5A,#C8E2F0,1924
898,27372187,long,#C49252,#FCDCBA,#3CFFBE,#181E2C,#E2E8F0,1948
899,27380106,classic,#FAC828,#FCDCBA,#3CFFBE,#1A3C6E,#BCC8BE,1948
900,27388025,spiky,#C83C28,#623C28,#FAC828,#1A3C6E,#CEEAD6,1950
901,27395944,classic,#F3F5F8,#CE9264,#1E5ADC,#482E1A,#BCC8BE,1948
902,27403863,fringe,#5AC8FF,#A8704A,#AA50F0,#5A6270,#FAD0B0,1948
903,27411782,fringe,#8250DC,#E8B082,#FF508C,#8C929E,#EEE6AA,1948
904,27419701,fringe,#F3F5F8,#BA845A,#8C64FF,#101014,#FAE2C8,1948
905,27427620,buzz,#3C424E,#623C28,#F0F078,#2C4664,#E8DAC4,1924
